Cod Int;Descrição;Classificação;Soma de estoque_teorico;Soma de estoque_contado;Dif; Cst Med ; Total ;Observações;
119247;SABONETE LIQUIDO OLEO DE BANHO LABOTRAT PITAYA 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SABONETES;3;3;0;R$ 28,30; R$ -   ;Ok;
119394;SABONETE LIQUIDO PAMPERS RELAXAMENTO 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SABONETES INFANTIS;2;2;0;R$ 12,07; R$ -   ;Ok;
119395;SABONETE LIQUIDO PAMPERS RELAXAMENTO 400ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SABONETES INFANTIS;3;3;0;R$ 24,93; R$ -   ;Ok;
68571;SABONETE LIQUIDO REXONA ANTIBACTERIAL MVIT 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SABONETES;1;1;0;R$ 6,22; R$ -   ;Ok;
65274;SABONETE LIQUIDO TURMA DA XUXINHA COM GLICERINA 400ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SABONETES INFANTIS;4;4;0;R$ 17,56; R$ -   ;Ok;
1359;SECNIMAX 1000MG C/ 4CP;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF;4;3;-1;R$ 4,94;-R$ 4,94;Perda;#N/D
70271;SABONETE LIQUIDO TURMA DA XUXINHA SONO TRANQUILO 400ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SABONETES INFANTIS;3;3;0;R$ 17,76; R$ -   ;Ok;
58164;SABONETE NIVEA LIQUIDO WATERLILY & OIL 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SABONETES;4;4;0;R$ 12,73; R$ -   ;Ok;
58168;SABONETE NIVEA OLEO DE BANHO 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SABONETES;12;12;0;R$ 24,81; R$ -   ;Ok;
62471;SABONETEIRA LOLLY OCEANO AZUL UND;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 6,07; R$ -   ;Ok;
119214;SAIS DE BANHO CORPO/ROSTO LABOTRAT HIBISCO 280G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;2;2;0;R$ 10,71; R$ -   ;Ok;
119215;SAIS DE BANHO CORPO/ROSTO LABOTRAT PISTACHE 280G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;3;3;0;R$ 10,71; R$ -   ;Ok;
56132;SAL AMARGO PURIFICADO 15GR;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;41;41;0;R$ 1,23; R$ -   ;Ok;
65977;SAL DE ANDREWS C/ 1 ENV EFER;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 1,41; R$ -   ;Ok;
597;SAL DE FRUTA ENO ABACAXI 100G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 20,07; R$ -   ;Ok;
65404;ELAST CAB ELOA REF. 660102 C/6UND;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;6;8;2;R$ 2,55;R$ 5,10;Sobra;
598;SAL DE FRUTA ENO GUARANA 100G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 19,61; R$ -   ;Ok;
63423;ELAST CAB ELOA REF. 630116 C/6UND;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;0;2;2;R$ 2,51;R$ 5,02;Sobra;
599;SAL DE FRUTA ENO LARANJA 100G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;7;7;0;R$ 18,99; R$ -   ;Ok;
76280;HALLS DROPS MORANGO 28G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;51;55;4;R$ 1,25;R$ 5,00;Sobra;
600;SAL DE FRUTA ENO LIMAO 100G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 20,93; R$ -   ;Ok;
1480;TANDRIFLAN C/30 CP;PRINCIPAL > 4 - DIAMANTES > DIAMANTE 1 - 10%;71;70;-1;R$ 4,91;-R$ 4,91;Perda;#N/D
69699;SAL DE FRUTA ENO TONICA 100G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 17,82; R$ -   ;Ok;
71944;PROPZINCO SPRAY GENGIBRE 30ML;PRINCIPAL > 3 - SIMILARES > OFICINAIS;7;6;-1;R$ 4,86;-R$ 4,86;Perda;#N/D
601;SAL DE FRUTA ENO TRADICIONAL 100G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;8;8;0;R$ 18,83; R$ -   ;Ok;
61070;TANDENE C/ 15CP;PRINCIPAL > 3 - SIMILARES > SIM RX SEM ONE;1;0;-1;R$ 4,76;-R$ 4,76;Perda;#N/D
58100;SALBUTAMOL XPE 120ML;PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;4;4;0;R$ 4,15; R$ -   ;Ok;
57887;SAB GRANADO BEBE GLICERINA 90G;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SABONETES INFANTIS;7;6;-1;R$ 4,73;-R$ 4,73;Perda;#N/D
67081;PREDNISOLONA 20MG C/10CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;13;12;-1;R$ 4,70;-R$ 4,70;Perda;#N/D
224;MASSAGEOL POM 15G;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;7;6;-1;R$ 4,68;-R$ 4,68;Perda;#N/D
71146;SAB LIQ MONANGE FLOR LAVANDA REFIL 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SABONETES;1;2;1;R$ 4,89;R$ 4,89;Sobra;
1697;SALONPAS AEROSOL 80ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 32,52; R$ -   ;Ok;
542;SALONPAS GEL 20G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 17,36; R$ -   ;Ok;
1348;SALONPAS GEL 40G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 32,28; R$ -   ;Ok;
1610;SANDRENA GEL 0,5MG C/ 28SACH;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 29,10; R$ -   ;Ok;
56253;SANDRENA GEL 1MG C/ 28SACH;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 53,17; R$ -   ;Ok;
68590;SANY D 10000UI ACHE 4 CAPS;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 21,27; R$ -   ;Ok;
60391;SANY D 2.000UI C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 12,14; R$ -   ;Ok;
68593;SANY D 2000DUI ACHE 60 CP REVEST;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;3;3;0;R$ 58,33; R$ -   ;Ok;
68594;SANY D 2000UI ACHE 60 CAPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 19,94; R$ -   ;Ok;
107432;SANY D 2000UI C/30 CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 45,62; R$ -   ;Ok;
66134;SANY D 200IU GTS 10ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;12;12;0;R$ 12,77; R$ -   ;Ok;
119096;SANY D 4.000UI 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 45,90; R$ -   ;Ok;
73770;DESLORATADINA 5MG C/ 10CP(EUR);PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;26;25;-1;R$ 4,65;-R$ 4,65;Perda;#N/D
61507;SANY D 50.000UI C/4 CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 67,55; R$ -   ;Ok;
68595;SANY D 50000UI ACHE 8 CAPS;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;3;3;0;R$ 93,60; R$ -   ;Ok;
68596;SANY D 50000UI ACHE 8CP REV;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;3;3;0;R$ 89,94; R$ -   ;Ok;
68597;SANY D 5000UI ACHE 30CP REV;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;3;3;0;R$ 64,41; R$ -   ;Ok;
111087;SANY D 7.000UI 8CAPS (ACHE);PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 12,74; R$ -   ;Ok;
60389;SANY D 7.000UI 8CP (ACHE);PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 19,05; R$ -   ;Ok;
68598;SANY D 7000UI ACHE 12 CAPS;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;3;3;0;R$ 18,83; R$ -   ;Ok;
68599;SANY D 7000UI ACHE 12CP REV;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;3;3;0;R$ 30,47; R$ -   ;Ok;
68600;SANY D 7000UI ACHE 30 CAPS;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;3;3;0;R$ 57,05; R$ -   ;Ok;
65123;APARELHO BARBEAR PRESTOBARBA3 MEN CHAMPION SUAVE AZUL;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LAMINAS DEPILATORIAS;69;68;-1;R$ 4,63;-R$ 4,63;Perda;#N/D
68602;SANY D ACHE 5000UI ACHE 30 CAP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;3;3;0;R$ 65,11; R$ -   ;Ok;
68603;SANYD 1000UI ACHE 30 CAPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 8,53; R$ -   ;Ok;
60592;PICOLE KIBON  FRUTILLY MORANGO 54ML;PRINCIPAL > 6 - CONVENIÊNCIA > SORVETES;17;18;1;R$ 4,87;R$ 4,87;Sobra;
1364;SCALID 100MG C/ 12CP;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF;8;8;0;R$ 1,91; R$ -   ;Ok;
1116;SEAKALM 260MG C/ 20CP;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;7;7;0;R$ 15,43; R$ -   ;Ok;
66233;SEAKALM 600MG C/ 20CP;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;4;4;0;R$ 27,20; R$ -   ;Ok;
72561;SEAKALM MELATONINA C/90CPRS MAST;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;1;1;0;R$ 16,31; R$ -   ;Ok;
59249;SEAKALM XPE 90MG 100ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;7;7;0;R$ 20,84; R$ -   ;Ok;
71874;SECANTE EXPRESS RISQUE CARE 8ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ESMALTES;11;11;0;R$ 5,93; R$ -   ;Ok;
62284;SECNIDAZOL  1G C/2 CP (NOVAQUI);PRINCIPAL > 2 - GENÉRICOS > GEN RX;3;3;0;R$ 5,04; R$ -   ;Ok;
73325;SECNIDAZOL 1G C/ 2CP(MED);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;1;1;0;R$ 5,08; R$ -   ;Ok;
70585;BUSCOPAN COMPOSTO BLISTER C/4;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;18;19;1;R$ 4,83;R$ 4,83;Sobra;
73433;SECNIDAZOL 1G C/ 4CP(MED);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;3;3;0;R$ 9,73; R$ -   ;Ok;
1954;SINVASTATINA 20MG 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;20;19;-1;R$ 4,62;-R$ 4,62;Perda;#N/D
322;SECNIDAZOL SUSP 450MG 15ML;PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;2;2;0;R$ 14,76; R$ -   ;Ok;
548;SECNIDAZOL SUSP 900MG  30ML;PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;4;4;0;R$ 21,16; R$ -   ;Ok;
57190;SECNIHEXAL 1000MG C/ 2CP;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF;7;7;0;R$ 4,04; R$ -   ;Ok;
57191;SECNIHEXAL 1000MG C/ 4CP;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF;6;6;0;R$ 7,29; R$ -   ;Ok;
61068;DEXASON CR 10G;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF;30;32;2;R$ 2,41;R$ 4,82;Sobra;
63219;DORFLEX UNO 4CP ENV;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;16;15;-1;R$ 4,61;-R$ 4,61;Perda;#N/D
111911;SEDA SERUM LUMINOSO UV 110ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;12;12;0;R$ 13,31; R$ -   ;Ok;
1630;SEDAVAN 6MG XPE ADU 100ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 15,77; R$ -   ;Ok;
1793;SEKI GTS 15 ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 41,30; R$ -   ;Ok;
1557;SEKI XPE 120ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 24,67; R$ -   ;Ok;
1137;SELENE 2MG + 0,035MG C/ 21CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.06 - ANTICONCEP PROP;27;27;0;R$ 27,32; R$ -   ;Ok;
56001;SELENE 2MG + 0,035MG C/ 63CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.06 - ANTICONCEP PROP;3;3;0;R$ 57,16; R$ -   ;Ok;
1878;FLUCONAZOL  150MG C/ 02CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;36;37;1;R$ 4,82;R$ 4,82;Sobra;
65381;MAXALGINA 1G C/ 10 CP;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;243;242;-1;R$ 4,55;-R$ 4,55;Perda;#N/D
59071;SELOZOK 50MG C/ 60CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 117,90; R$ -   ;Ok;
61374;SEPURIN C/ 20DRG;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 39,54; R$ -   ;Ok;
56595;SERETIDE SPRAY 25/125MCG C/ 120DOSES;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;3;3;0;R$ 116,90; R$ -   ;Ok;
71902;SERINGA  TCHAU FUNGA FUNGA P/LAV NASAL 10ML;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > AGULHA E SERINGAS;4;4;0;R$ 11,53; R$ -   ;Ok;
73563;FUROSEMIDA 40MG 20CP (TEUTO) FP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;33;35;2;R$ 2,41;R$ 4,82;Sobra;
57085;SONRISAL LIMAO EFERV ENV C/ 2CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;241;244;3;R$ 1,55;R$ 4,65;Sobra;
73384;CETOCONAZOL  200MG C/10CP(TEU);PRINCIPAL > 2 - GENÉRICOS > GEN RX;9;8;-1;R$ 4,42;-R$ 4,42;Perda;#N/D
76227;GOMA DE MASCAR MENTOS FRUIT 37,5G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;17;15;-2;R$ 2,18;-R$ 4,36;Perda;#N/D
59173;DESODORANTE CREME HERBISSIMO SENSITIVE 55G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DES ROLLON E CREMES;12;11;-1;R$ 4,28;-R$ 4,28;Perda;#N/D
61261;SERINGA C/ AGULHA 25X7 20ML;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > AGULHA E SERINGAS;43;43;0;R$ 0,56; R$ -   ;Ok;
58464;PROT DIARIO INTIMUS CUIDADO DIARIO C/ 15UND;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;3;2;-1;R$ 4,23;-R$ 4,23;Perda;#N/D
73637;SERINGA C/ AGULHA SR 25X7 5ML (SRC);PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > AGULHA E SERINGAS;27;314;287;R$ 0,25;R$ 71,75;Sobra Justificada;
71500;SERINGA NOSEWASH P/LAV NASAL GATO 10ML;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > AGULHA E SERINGAS;3;3;0;R$ 20,76; R$ -   ;Ok;
75851;SERINGA NOSEWASH P/LAV NASAL TUBARAO 10ML;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > AGULHA E SERINGAS;3;3;0;R$ 19,34; R$ -   ;Ok;
61201;SERINGA SR 3ML 25X7 LUER SLIP 03014;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > AGULHA E SERINGAS;606;301;-305;R$ 0,23;-R$ 70,15;Ajustado Similaridade e Sobra;
67214;SABONETE BARRA DOVE ANTIBACTERIANO CUIDA & PROTEGE 90G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SABONETES;1;0;-1;R$ 4,13;-R$ 4,13;Perda;#N/D
71411;SERUM  FAC CORPO DOURADO OIL CONTROL 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;3;0;R$ 13,26; R$ -   ;Ok;
103183;SERUM CAPILAR OX VITA GLOW 110ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;5;5;0;R$ 26,86; R$ -   ;Ok;
71347;SERUM CAPILAR SIAGE CAUTERIZACAO DOS FIOS 60ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;12;12;0;R$ 51,66; R$ -   ;Ok;
73297;ATENOLOL 50MG C/ 30CP(EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;11;10;-1;R$ 3,99;-R$ 3,99;Perda;#N/D
118982;SERUM CAPILAR TRESEMME BLINDAGEM ANTIUMIDADE 170ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 17,40; R$ -   ;Ok;
65342;SERUM CORP IDEAL BODY VICHY 200 G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 155,54; R$ -   ;Ok;
102307;SERUM CORPO DOURADO CLINC+30ML REP;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CABELO;3;3;0;R$ 13,24; R$ -   ;Ok;
72619;SERUM CORPORAL DOVE HIALURONICO+DERMO RENOVADOR 380ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;4;4;0;R$ 31,55; R$ -   ;Ok;
72572;SERUM CORPORAL DOVE NIACINAMIDA+UNIFORMIZADOR 380ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;3;0;R$ 30,11; R$ -   ;Ok;
59794;FENAREN GEL 60G;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP SEM ONE;55;56;1;R$ 4,61;R$ 4,61;Sobra;
72575;SERUM CORPORAL DOVE PRO-CERAMIDAS+DERMO HIDRATANTE 380ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;5;5;0;R$ 30,11; R$ -   ;Ok;
71388;SERUM DOVE HIDRATAÃ‡ÃƒO 110ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;15;15;0;R$ 18,96; R$ -   ;Ok;
34;LACTO PURGA 6CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;24;23;-1;R$ 3,96;-R$ 3,96;Perda;#N/D
65874;SERUM FAC GOLD LIFT 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 114,12; R$ -   ;Ok;
111057;SERUM FACIAL LABOTRAT LABPOP OLEOSIDADE 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;3;0;R$ 22,64; R$ -   ;Ok;
111054;SERUM FACIAL LABOTRAT LABPOP TRAVA NA MACIEZ 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 13,03; R$ -   ;Ok;
110926;SERUM FACIAL PRINCIPIA AH-2 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;3;3;0;R$ 44,69; R$ -   ;Ok;
119443;CORTADOR DE COMPRIMIDOS 3B TRANSPARENTE;PRINCIPAL > 4 - DIAMANTES > DIAMANTE 1 - 10%;4;5;1;R$ 4,55;R$ 4,55;Sobra;
64240;ADVIL  MULHER 400MG C/2 CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;17;18;1;R$ 4,53;R$ 4,53;Sobra;
119539;CHOCOLATE ARCOR TORTUGUITA MORANGO 15,5G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;16;19;3;R$ 1,50;R$ 4,50;Sobra;
60937;SCAFLOGIN 100MG C/ 12CP;PRINCIPAL > 3 - SIMILARES > SIM RX SEM ONE;179;182;3;R$ 1,48;R$ 4,44;Sobra;
110929;SERUM FACIAL PRINCIPIA RN-0,3 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;1;1;0;R$ 49,06; R$ -   ;Ok;
729;IBUPRIL 600MG C/ 20CP;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;201;202;1;R$ 4,42;R$ 4,42;Sobra;
65531;SERUM GARNIER SKINACTIVE VIT C 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 60,21; R$ -   ;Ok;
118781;SERUM GEL SEDA BOOM DEFINICAO FLEXIVEL ANTI-FRIZZ 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;5;5;0;R$ 14,65; R$ -   ;Ok;
62200;SERUM LA KESIA FORT 7ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 34,18; R$ -   ;Ok;
118782;SERUM TRESEMME BLINDAGEM ANTI-FRIZZ 170ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;4;4;0;R$ 20,76; R$ -   ;Ok;
72009;SERUM TRESEMME BRILHO LAMELAR 170ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;4;4;0;R$ 18,69; R$ -   ;Ok;
71244;SERUM VULT ANTIOX VITA C 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 42,69; R$ -   ;Ok;
76306;CHOC BIS XTRA OREO 45G;PRINCIPAL > 6 - CONVENIÊNCIA > ALIMENTOS;32;31;-1;R$ 3,92;-R$ 3,92;Perda;#N/D
70493;SERUM VULT BB SERUM V210 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;8;8;0;R$ 16,94; R$ -   ;Ok;
70494;SERUM VULT BB SERUM V230 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;6;6;0;R$ 13,71; R$ -   ;Ok;
152;NEO FOLICO 5MG C/ 20CP;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF;7;6;-1;R$ 3,92;-R$ 3,92;Perda;#N/D
119360;SERUM+OLEO SEDA TOQUE DE SEDA 60ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 13,80; R$ -   ;Ok;
72630;SH ABOVE ANTICASPA MENTOL 325ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;1;1;0;R$ 12,96; R$ -   ;Ok;
